代码,标的,市值快照日期,快照时间,总市值(亿元),市值来源,市值状态,观察状态,AI路由状态,边界复核,主层级,细分,来源网站,来源条数,当前等级,第一变量,样本角色,下一步回源,证伪点,路由结论,审计状态,建议主层级,建议细分,业务证据等级,业务证据来源,业务证据抓取日期,公司类型,主营业务,判定理由,下一步动作
600406,国电南瑞,2026-07-10,15:34:59,1770.20,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/600406.phtml,2026-07-12,其它,"电网自动化,工业控制业务(含轨道交通),发电及新能源业务,节能环保业务。继电保护及柔性输电、电力信息通信等领域的业务。",主营业务未出现可直接定位的AI产业链产品；泛材料、通用制造、电力与基础设施不因名称或概念标签强行归类。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
601995,中金公司,2026-07-10,15:34:59,1746.02,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,不适用,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,非AI,已初筛,非AI,金融服务,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/601995.phtml,2026-07-12,证券公司,中国国际金融股份有限公司主要从事投资银行、股本销售及交易、固定收益、大宗商品及货币、财富管理及投资管理业务。该公司通过六大分部运营业务。投资银行分部从事提供投资银行服务。股本销售及交易分部从事提供股本销售及交易服务。固定收益分部从事金融产品交易以及提供产品结构化设计、固定收益销售及期货经纪服务。财富管理分部从事提供财富管理产品及服务。投资管理分部从事设计及提供资产管理产品及服务。其他分部从事其他业务及后台支持业务。,主营业务出现“期货经纪”，当前可见主业属于金融服务，未见直接AI产业链产品或服务。,保留审计记录；如后续年报、公告或产品页披露直接AI产业链产品，再重新路由。
600031,三一重工,2026-07-10,15:34:59,1734.18,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/600031.phtml,2026-07-12,其它,从事工程机械的研发、制造、销售和服务。,主营业务未出现可直接定位的AI产业链产品；泛材料、通用制造、电力与基础设施不因名称或概念标签强行归类。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
300124,汇川技术,2026-07-10,15:35:00,1717.43,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,供配电与温控、应用平台、终端与具身智能,AI应用、人形机器人、机器人概念、机器视觉、液冷服务器,东方财富、同花顺,5,L0/L1,付费客户、续费、项目收入、调用量、OCF、出货、客户定点、BOM价值量、机器人/端侧收入占比、订单、交付、收入确认、OCF和客户结构,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告、年报、订单、客户、产能、毛利率和现金流字段、回源年报、IR、产品价格、客户案例和收入/续费字段,只有发布会/题材标签，未形成付费、续费、合同或收入验证、定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足,AI产业链相关,已路由,供配电与温控、应用平台、终端与具身智能,AI应用、人形机器人、机器人概念、机器视觉、液冷服务器,沿用既有候选池,既有AI候选宇宙,2026-07-12,,,该代码已在既有AI候选宇宙中路由；本批不以门户资料重复判定。,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告、年报、订单、客户、产能、毛利率和现金流字段、回源年报、IR、产品价格、客户案例和收入/续费字段
300760,迈瑞医疗,2026-07-10,15:35:00,1716.45,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,不适用,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,非AI,已初筛,非AI,制药与医药流通,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/300760.phtml,2026-07-12,其它,医疗器械的研发、制造、营销及服务。,主营业务出现“医疗器械”，当前可见主业属于制药与医药流通，未见直接AI产业链产品或服务。,保留审计记录；如后续年报、公告或产品页披露直接AI产业链产品，再重新路由。
300033,同花顺,2026-07-10,15:35:45,1707.14,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,待二次归类、数据层、终端与具身智能,AI语料、人工智能、虚拟机器人,东方财富、同花顺,3,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量、数据授权、采集/清洗、客户、合规与付费,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,只有发布会/题材标签，未形成付费、续费、合同或收入验证、定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除,AI产业链相关,已路由,待二次归类、数据层、终端与具身智能,AI语料、人工智能、虚拟机器人,沿用既有候选池,既有AI候选宇宙,2026-07-12,,,该代码已在既有AI候选宇宙中路由；本批不以门户资料重复判定。,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源
000657,中钨高新,2026-07-10,15:35:15,1702.35,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/000657.phtml,2026-07-12,其它,硬质合金和钨、钼、钽、铌等稀有金属及其深加工产品的研制、开发、生产、销售及贸易业务。,主营业务未出现可直接定位的AI产业链产品；泛材料、通用制造、电力与基础设施不因名称或概念标签强行归类。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
000776,广发证券,2026-07-10,15:35:30,1701.90,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,不适用,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,非AI,已初筛,非AI,金融服务,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/000776.phtml,2026-07-12,证券公司,投资银行业务、财富管理业务、交易及机构业务和投资管理业务。,主营业务出现“银行业务”，当前可见主业属于金融服务，未见直接AI产业链产品或服务。,保留审计记录；如后续年报、公告或产品页披露直接AI产业链产品，再重新路由。
002352,顺丰控股,2026-07-10,15:35:45,1686.48,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,待二次归类,人工智能,东方财富,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除,AI产业链相关,已路由,待二次归类,人工智能,沿用既有候选池,既有AI候选宇宙,2026-07-12,,,该代码已在既有AI候选宇宙中路由；本批不以门户资料重复判定。,按细分补公告、年报、IR或产品页回源
601898,中煤能源,2026-07-10,15:34:59,1679.87,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,不适用,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,非AI,已初筛,非AI,传统能源开采,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/601898.phtml,2026-07-12,其它,煤炭业务、煤化工业务及煤矿装备制造业务等。,主营业务出现“煤炭”，当前可见主业属于传统能源开采，未见直接AI产业链产品或服务。,保留审计记录；如后续年报、公告或产品页披露直接AI产业链产品，再重新路由。
301200,大族数控,2026-07-10,15:35:30,1643.07,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,AI产业链相关,已初筛,高速互联,光模块/光器件/光通信/PCB/高速连接,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/301200.phtml,2026-07-12,其它,深圳市大族数控科技股份有限公司是一家主要从事印制电路板（PCB）专用设备的研发、生产和销售的中国公司。该公司的产品包括钻孔类设备、檢测类设备、曝光类设备、成型类设备、贴附类设备和其他设备，如机械钻孔设备、内层图形激光直接成像设备、机械成型设备、激光成型设备、通用测试设备。该公司的产品主要销往国内地区。,主营业务或公司类型出现“印制电路板”，可定位为光模块/光器件/光通信/PCB/高速连接的直接供给或服务线索。,回源年报、公告、投关材料或官网产品页，核对产品、客户、收入与AI业务纯度后再升级。
